,Q1,,,,,,,,,,,,Q2,,,,,,,,,,,
802669,23140,1.515056116,15274.0217,23141,430388,0.529418537,2.206102355,1.167951482,413402,0.522972137,2.761004285,1.443928312,29850,1.28996154,1.515056116,1.954364121,464930,1.080257627,0.529418537,0.571908413,421857,1.020452198,0.522972137,0.533668067
802672,24280,24281,1,24281,447080,0.706262545,0.945630741,0.667863574,412520,0.466830522,1.030639501,0.481133977,43148,1.77706849,24281,43149,524380,1.172899318,0.706262545,0.828374857,500034,1.212144351,0.466830522,0.565865981
802675,46995,46996,2.31E-05,1.08561483,637526,1.34169833,0.310414928,0.41648319,586035,0.409961271,1.007365114,0.412980682,52550,1.118201549,46996,52551,717162,1.124913925,1.34169833,1.509295134,602200,1.02758363,0.409961271,0.42126949
802681,33750,0.710893521,1.145833135,0.814565352,674310,0.506819246,0.979303363,0.496329792,585960,0.444373579,1.007017539,0.447491988,38750,1.148143759,0.710893521,0.816207959,739480,1.096646799,0.506819246,0.555801704,602680,1.028534322,0.444373579,0.457053478
802685,37200,20.65574681,0.074801248,1.545075645,815765,2.392242056,0.400108521,0.95715643,614650,1.027653627,0.750836016,0.771599355,72875.25,1.958986318,20.65574681,40.46432537,1015512,1.244858207,2.392242056,2.978002157,755155,1.228593137,1.027653627,1.262568193
802686,51400,1.349243952,38096.15,51401,913330,0.497218085,2.104209261,1.046250899,797172,0.530015321,0.862472415,0.457123594,32360,0.629579191,1.349243952,0.849455916,712880,0.780528636,0.497218085,0.388092954,774600,0.971684942,0.530015321,0.515007907
802690,35100,35101,4.02E-05,1.412115703,528580,0.733339552,0.660825922,0.484609786,504032,0.471599415,1.019368956,0.480733804,38840,1.106549671,35101,38841,543134,1.027534096,0.733339552,0.753531394,535040,1.061519781,0.471599415,0.500612108
802698,51242.8,51243.8,2.75E-05,1.410981719,759880,2.893323771,0.382504092,1.106708182,750024,0.830401192,1.06021609,0.880404705,74400.4,1.45191028,51243.8,74401.4,792000,1.042269776,2.893323771,3.01562392,750992,1.001290624,0.830401192,0.831472928
802699,13113.98,0.513140108,1.582969478,0.812285129,212408,1.308605919,1.127044142,1.474856635,166444,1.087155594,1.051714709,1.143377529,19019.74,1.450306443,0.513140108,0.744210405,239873,1.129302431,1.308605919,1.477811845,179092,1.075989065,1.087155594,1.169767532
802703,43422.6,0.654707245,1.283440571,0.84027784,784826,0.556789805,1.094007015,0.609131952,750108,0.599594827,1.055064071,0.632610959,45015.4,1.036680515,0.654707245,0.678722243,791430,1.008414593,0.556789805,0.561474964,794352,1.058983428,0.599594827,0.634960985
802711,6455.9085,0.177461598,1.202977085,0.213482236,208603.6029,0.649824486,0.970328283,0.630543077,317728.448,1.192828241,1.032765869,1.231912295,22000,3.407358181,0.177461598,0.604675228,452815.0167,2.170690437,0.649824486,1.410567797,470805.0907,1.481782988,1.192828241,1.767512595
802712,17313.19,0.416586536,0.922371889,0.38424771,412487.64,1.028997473,0.97488507,1.003154274,333901,1.404992131,0.875788136,1.23047544,24550,1.417969885,0.416586536,0.590707163,448251,1.086701442,1.028997473,1.118213038,364751,1.092392379,1.404992131,1.534802696
802714,11282.4,0.398863329,1.084669218,0.432634775,161020,1.157296305,0.900518426,1.042166647,158672,1.158435955,0.996316433,1.154168779,25009,2.216530478,0.398863329,0.884092725,189380,1.176126095,1.157296305,1.361126384,176500,1.11235686,1.158435955,1.288594181
802738,36582.6506,0.564122796,1.289206547,0.727270803,521895.6046,0.81289745,1.122452056,0.912438414,518315.6166,0.876097583,1.050991296,0.920770934,43653.1955,1.193270622,0.564122796,0.67315116,540348.7685,1.035357892,0.81289745,0.84163979,500421.9683,0.965477379,0.876097583,0.845852398
802739,19822.8,0.591359622,1.327069093,0.784775077,395908,0.560046094,0.992919968,0.55608095,370570,0.519093889,1.019153835,0.529036528,31211.4,1.574491268,0.591359622,0.931090561,453562,1.145624373,0.560046094,0.641602455,414290,1.11798009,0.519093889,0.580336633
802749,27453.67,1.019526921,1.937613983,1.975449619,536565,0.479057906,4.716660086,2.259553303,523284,0.640394484,3.491324405,2.235824889,38583.33,1.405383128,1.019526921,1.432825934,613114,1.142664649,0.479057906,0.547402534,568381,1.086180571,0.640394484,0.695584046
802764,21160,21161,3.47E-05,0.733895593,366016,1.144596473,0.314648052,0.360145051,336110,0.393306404,1.019736819,0.401069021,30660,1.448939086,21161,30661,400254,1.093542103,1.144596473,1.251664435,391400,1.164499228,0.393306404,0.458005004
802765,13274.93,0.685026103,1.274099959,0.872791729,232756,0.975614725,1.169940952,1.14141162,210682,0.885136295,1.187319538,1.050939617,16495,1.242549486,0.685026103,0.851178832,228577,0.982045653,0.975614725,0.958098199,221169,1.049776204,0.885136295,0.92919502
802772,27035,0.444419798,1.855737501,0.824726486,395400.07,0.368230772,1.857640506,0.684040398,385005.26,0.766915287,1.463078163,1.122057009,47080,1.741418849,0.444419798,0.773921014,512696,1.296650512,0.368230772,0.477466619,503688,1.308261845,0.766915287,1.003326008
802776,16710.5,0.490596338,1.260022646,0.618162496,387865,1.182679649,1.001887777,1.184912285,330265,1.075097374,1.07617172,1.156989391,32207.97,1.927353619,0.490596338,0.945552628,510865,1.31711983,1.182679649,1.557730818,385853,1.168312815,1.075097374,1.256050039
802786,20000,0.652176911,1.335056549,0.870693057,350360,0.436749806,1.024647856,0.447514752,350094,0.445501747,1.062360164,0.47328331,25510,1.275486226,0.652176911,0.831842667,375820,1.072667905,0.436749806,0.468487499,368106,1.051448892,0.445501747,0.468422319
802788,13600,0.343041262,0.930977063,0.319363547,434238,0.419184051,0.831582557,0.348586145,456424,0.467161492,1.039459878,0.485595628,0,0.0000735,0.343041262,0.0000252,469122,1.080333641,0.419184051,0.452858632,664800,1.45653941,0.467161492,0.680439124
802789,29875,1.23905463,1.139345036,1.411710743,534424,0.648738867,1.004349083,0.651560286,508778,0.705442334,1.058940565,0.747021503,40196,1.34546124,1.23905463,1.667099979,606365,1.134613837,0.648738867,0.736068095,562476,1.105542878,0.705442334,0.779896748
802798,15063.2,0.667585299,0.604507176,0.403560104,352636,0.411624739,0.977538593,0.402379068,402430,0.422396167,1.095836165,0.462876996,30362.4,2.015599899,0.667585299,1.345584862,473455,1.342615778,0.411624739,0.552653869,453490,1.126878894,0.422396167,0.475989326
802817,25300,0.46801986,1.65104939,0.772723905,717730,1.067797766,1.676785813,1.790468146,575550,0.991488255,1.646736297,1.632719697,33750,1.333978894,0.46801986,0.624328616,774366,1.078909787,1.067797766,1.15205746,637150,1.107027874,0.991488255,1.097605135
802818,8030,8031,7.23E-05,0.580812523,79200,0.237135963,0.935562383,0.221855487,87120,0.170738531,1.435606358,0.24511332,0,0.000124517,8031,1,77150,0.974116488,0.237135963,0.230998052,144970,1.664019008,0.170738531,0.284112161
802822,38022.07,38023.07,6.26E-05,2.379997964,890610,1.446706436,0.766474877,1.108864137,812143,0.827716206,1.002646842,0.82990704,42620,1.120924744,38023.07,42621,843673.8293,0.94729891,1.446706436,1.37046343,816036,1.004793485,0.827716206,0.831683851
802824,32129.5,2.505446982,0.530927994,1.330211939,582475,1.885174943,0.792429558,1.493868347,550610,1.603637441,0.944854421,1.515203926,28848,0.897869625,2.505446982,2.249564743,418870,0.719121475,1.885174943,1.355669785,375570,0.682098614,1.603637441,1.093838876
802827,27000,0.555805802,1.126759444,0.626259436,553920,0.379203279,0.996799194,0.377989523,553050,0.386791533,1.038832266,0.401811525,33650,1.246287175,0.555805802,0.692693642,668260,1.206419327,0.379203279,0.457478164,637090,1.151957053,0.386791533,0.445567235
802831,14630,1.354350064,0.449966262,0.609411835,272335,1.209063,0.915967522,1.10746244,264721,0.997832618,1.202363784,1.199757802,0,0.0000683,1.354350064,0.0000926,209691,0.769975325,1.209063,0.930948676,289610,1.094019386,0.997832618,1.091648228
802841,25821.61,2.875123846,0.411708341,1.18371247,406822,1.548948478,0.802923017,1.243686386,372758,1.170777092,0.974667985,1.141118949,0,0.0000387,2.875123846,0.000111341,207250,0.509437765,1.548948478,0.789092851,383654,1.029230683,1.170777092,1.204999705
802842,21850,0.570184375,1.355590139,0.772936316,394695,0.84875576,1.15437722,0.979784315,286443,0.647181161,1.148919176,0.743558847,35634.8,1.630854423,0.570184375,0.929887709,410142,1.039136449,0.84875576,0.881973047,358499,1.251553532,0.647181161,0.809981869
802865,0,2.48E-05,1.449841949,3.59E-05,222610,0.606784668,1.111714455,0.674571286,301047,0.996155387,0.988655371,0.984854373,0,1,0.0000248,0.0000248,246434,1.107020767,0.606784668,0.671723228,376310,1.250003322,0.996155387,1.245197543
802899,31054.48,0.50249926,1.316163327,0.661371097,703396,1.029246168,1.144249271,1.177714177,671580,1.162072118,1.110834623,1.290869943,36740,1.183076224,0.50249926,0.594494926,682773,0.970680853,1.029246168,0.999069548,662273,0.986141657,1.162072118,1.145967724
802900,22295,0.623873449,0.998361802,0.622851421,393680,0.402277879,1.234782312,0.49672561,361740,0.463212283,1.073700505,0.497351262,26020,1.167070327,0.623873449,0.72810419,390852,0.992816519,0.402277879,0.399388124,376968,1.042096417,0.463212283,0.48271186
802903,44500,0.709141331,1.19157965,0.844998378,1294710,0.442243512,1.266561136,0.560128445,849383,0.450150884,1.206883645,0.54327974,66716.25,1.499230354,0.709141331,1.063166208,1504336,1.161909492,0.442243512,0.513846934,1003515,1.181463272,0.450150884,0.531836737
802914,24250,0.978556037,1.13760239,1.113207686,524671,1.052298496,0.950738678,1.000460881,528284,1.158967922,0.916874403,1.062628021,32250,1.329883304,0.978556037,1.301365335,567310,1.081267916,1.052298496,1.137816602,534233,1.011260967,1.158967922,1.172019022
802915,22281.1,1.027900495,1.383408094,1.422005865,434620,0.531711049,1.050975588,0.558815333,410456,0.504703828,1.053529868,0.531720558,0,0.0000449,1.027900495,0.0000461,259668,0.597460776,0.531711049,0.317676496,429057,1.04531778,0.504703828,0.527575885
802916,0,1,3.55E-05,3.55E-05,269731,1.259141346,0.770242511,0.969844193,429510,1.847812152,1.010614709,1.86742614,13300,13301,1,13301,332460,1.232560467,1.259141346,1.551967846,369350,0.859933739,1.847812152,1.588996012
802927,0,4.22E-05,7.894547784,0.000333222,193586,0.215720627,1.916204346,0.413364802,428106,0.543962921,1.017104121,0.553266928,15208.062,15209.062,0.0000422,0.641961787,402969,2.081596388,0.215720627,0.449043277,398360,0.930517371,0.543962921,0.506166947
802931,29656.75,0.865617273,0.94795788,0.820568715,517769,0.539779695,0.818282309,0.441692176,500004,0.534077853,1.01756496,0.543458909,43634.5,1.471301768,0.865617273,1.273584223,636918,1.230119551,0.539779695,0.663993556,535800,1.071591284,0.534077853,0.572313173
802938,30300,0.967479335,1.557657936,1.507001864,746700,1.413622918,1.119023464,1.581877215,598462,1.772563155,0.870855107,1.543645675,48990,1.616811326,0.967479335,1.564231547,765320,1.024936353,1.413622918,1.448873519,750500,1.254047452,1.772563155,2.222878307
802944,52560.75,0.657237955,1.152077309,0.757188935,1230773,0.835342301,1.172145559,0.979142768,1185048,1.146325661,1.086313431,1.245268962,39697.95,0.755282121,0.657237955,0.496400076,1132091,0.919821186,0.835342301,0.768365546,1204506,1.016419574,1.146325661,1.16514784
802950,18760,0.85049755,1.159053074,0.985771799,497900,1.05943515,1.135540251,1.203031256,558027,1.21440598,1.124280129,1.365332512,52415.3,2.793896914,0.85049755,2.376202479,776028,1.558601007,1.05943515,1.651236692,754818,1.352654347,1.21440598,1.642671528
802951,18040,0.766026466,23551.4056,18041,341810,0.473331331,3.199574627,1.514458918,349664,0.617810454,0.583769398,0.360658837,25104.75,1.391594147,0.766026466,1.065997946,356535,1.043079363,0.473331331,0.493722143,350552,1.002539574,0.617810454,0.619379429
802962,21850,0.661496047,1.172004479,0.77527633,425968,1.661730396,0.975126387,1.620397157,378943,1.535126578,1.026907318,1.576432717,30300,1.38670999,0.661496047,0.917303177,485960,1.14083654,1.661730396,1.895762755,436316,1.151402318,1.535126578,1.7675483
802966,11990,11991,1,11991,124025,1.796823332,0.966327903,1.736320523,116915,0.654134845,1.209777854,0.791357849,16209.4,1.351880577,11991,16210.4,115299,0.929643784,1.796823332,1.670405642,114356,0.978112491,0.654134845,0.639817463
802969,19100,1.555808934,0.575879835,0.895958991,375934,1.764646765,1.016810449,1.794311269,332880,1.248215922,1.285094985,1.604076022,22380,1.171718758,1.555808934,1.822970512,388740,1.034064399,1.764646765,1.824758398,416100,1.249999249,1.248215922,1.560268966
802970,38091.48,0.974109699,1.772984981,1.727081867,1094936,0.956450897,1.57597017,1.507338082,566423,0.737051245,1.113308616,0.820565502,57950,1.521323894,0.974109699,1.48193636,1314841,1.200838039,0.956450897,1.148542619,763260,1.347508227,0.737051245,0.993182617
802994,16132.6,0.382462079,1.283256219,0.490796841,335040,1.058732358,1.039145277,1.100176729,307771,1.050102068,1.042655322,1.09489451,15640,0.969467447,0.382462079,0.370784535,301610,0.900221167,1.058732358,0.953093278,327515,1.064151385,1.050102068,1.11746757
803006,13000,0.365658336,1.318835345,0.482243137,213840,0.231953686,1.071040234,0.24843173,213840,0.241463044,1.047931455,0.253036719,10240,0.787708638,0.365658336,0.288032229,221760,1.037036864,0.231953686,0.240544523,253440,1.185184319,0.241463044,0.286178214
803007,30461.54,0.695827643,1.389435533,0.966807652,602489.1465,1.389522004,1.145953418,1.59232749,506609,1.417224346,1.008860634,1.429781853,36651.54,1.20320039,0.695827643,0.837220091,620249,1.029477417,1.389522004,1.430481524,562159,1.109650421,1.417224346,1.572623593
803012,22295,0.660261004,1.136022783,0.750071543,434555,0.549715255,0.917849542,0.504555895,398044,0.522985684,1.161248239,0.607316204,27285,1.223806961,0.660261004,0.808032012,447382,1.029517485,0.549715255,0.565941467,441736,1.109766484,0.522985684,0.580391983
803021,14630,0.479518018,1.233576947,0.591522372,299660,0.814017041,1.102214512,0.897221396,291090,0.82180628,1.173459599,0.964356468,29104.4168,1.989297847,0.479518018,0.95390416,455853.144,1.521232806,0.814017041,1.238309428,398450.719,1.368821843,0.82180628,1.124906387
803025,22058,0.668131471,1.262585661,0.843573216,423120,0.592608352,0.950662457,0.563370511,398348,0.627302095,1.002769454,0.629039379,30391.2,1.377768711,0.668131471,0.920530636,441012,1.042285776,0.592608352,0.617667256,402524,1.01048327,0.627302095,0.633878272
803038,43112,0.758585556,1.585871816,1.203019454,773480,1.020516797,0.90259361,0.92111194,503560,0.806874992,1.126678485,0.909088693,49244,1.142230882,0.758585556,0.866479849,698020,0.902441043,1.020516797,0.920956242,550088,1.092397942,0.806874992,0.881428581
803039,35692.93,0.522255353,1.008330467,0.526605985,1002317,1.064524715,1.052913977,1.120852952,649832,0.784866295,0.958995054,0.752682895,77950,2.18387272,0.522255353,1.140539219,1506973,1.503488913,1.064524715,1.600501107,1017890,1.566388595,0.784866295,1.229405613
803058,40092.3,0.753379462,1.657314374,1.248586611,1045686,1.152353393,1.549190046,1.785214407,868762,1.666190423,1.100714718,1.834000322,46405.01,1.157450497,0.753379462,0.871999433,979670,0.936868298,1.152353393,1.079603362,895117,1.030336237,1.666190423,1.71673637
803074,27160,0.677437174,3.076220705,2.08394626,589950,1.044574825,1.245282478,1.300790726,598500,1.076016821,1,1.076016821,32760,1.206177976,0.677437174,0.817109799,581400,0.985507271,1.044574825,1.029436085,598500,1,1.076016821,1.076016821
803091,13585,0.333683568,1.630454869,0.544055998,236780,0.554872169,1.356614515,0.752747638,229957,0.708151126,1.141589132,0.808417629,25425,1.871485353,0.333683568,0.624483909,274160,1.157867396,0.554872169,0.642468393,262161,1.140042964,0.708151126,0.807322708
803102,0,4.66E-05,0.922240416,4.29E-05,201245,0.774598425,0.78154049,0.605380033,278645,1.114102708,0.769050771,0.856801546,9280,9281,0.0000466,0.432030832,261477,1.29929539,0.774598425,1.006432162,305252,1.095486747,1.114102708,1.220484751
803128,32270.4,7.169828927,0.111268468,0.797775882,591704,0.691975171,0.845908584,0.585347737,500032,0.519037657,1.083840965,0.562554275,41761.6,1.294105617,7.169828927,9.278515885,681436,1.151649893,0.691975171,0.796913132,539936,1.079802733,0.519037657,0.560458281
803152,31125,0.707405589,1.321607185,0.93491231,642314,0.504586512,1.059908137,0.53481535,624224,0.532137794,1.121489857,0.596787138,50030.8,1.607395746,0.707405589,1.137080735,766126,1.192759005,0.504586512,0.601850106,762812,1.2220161,0.532137794,0.650280951
803153,23584.97,0.653005502,1.414088028,0.923407263,370325,0.898936179,1.159761647,1.042551704,369446,1.027227177,0.96929536,0.995686536,48104.015,2.039560595,0.653005502,1.331844291,655617.5,1.770382042,0.898936179,1.591460468,591257,1.600386524,1.027227177,1.643960531
803160,11495,1.234889548,0.498337831,0.615392179,228894,1.724938819,0.993302379,1.713385833,221406,1.705416684,1.098840758,1.873981362,15900,1.383176757,1.234889548,1.708070521,229542,1.002830992,1.724938819,1.729822108,216888,0.979594141,1.705416684,1.670616191
803180,28914.2,28915.2,2.50E-05,0.722360058,704080,3.362265868,0.240377649,0.808213563,569300,0.671658648,0.971122798,0.652263026,46568.4,1.610550852,28915.2,46569.4,951280,1.351095968,3.362265868,4.542743857,634800,1.115053372,0.671658648,0.748935241
803181,17434.3,0.389997665,1.391834016,0.542812016,419335,0.859884579,1.0710814,0.921006378,432229,0.987509263,1.006638545,0.994064888,31166.7,1.787620517,0.389997665,0.697167828,501920,1.196942309,0.859884579,1.029232233,474667,1.098183837,0.987509263,1.084466712
803264,23500,0.480759757,1.31093899,0.63024671,362727.8293,0.788563391,1.072548788,0.845772708,371900,0.858669539,1.056310169,0.907021365,34303.26,1.45969363,0.480759757,0.701761954,445558,1.228352874,0.788563391,0.968634107,432141,1.16198128,0.858669539,0.99775793
803285,51925,1.342853732,1.254247528,1.684270973,1088510,1.01593428,1.065813463,1.082796434,1040554,0.994197461,1.135593073,1.129003751,65890,1.268940415,1.342853732,1.704001372,1151362,1.057741263,1.01593428,1.074595609,1124040,1.080232184,0.994197461,1.073964095
803291,0,5.37E-05,0.877826841,4.71E-05,484720,0.813159426,1.020534088,0.829856914,591111,0.886105204,1.003157323,0.888902924,32200,32201,0.0000537,1.728088233,685520,1.414258924,0.813159426,1.150017975,624296,1.056139953,0.886105204,0.935851108
803314,18752.98,0.783397424,23939.2924,18753.98,431155,0.728830979,5.802571595,4.229093937,320967,0.721286973,1.014494073,0.731741358,30300,1.615710372,0.783397424,1.265743343,443898,1.029555428,0.728830979,0.75037189,376583,1.173275841,0.721286973,0.846268579
803316,16667.17,0.658860556,1.353212918,0.891578615,347639,0.862397661,1.367313362,1.179167845,282900,0.858855531,1.222146779,1.049647522,26916.6,1.614910335,0.658860556,1.064000721,450340,1.295423427,0.862397661,1.117170133,391700,1.384586834,0.858855531,1.189160061
803459,17000,0.551000608,1.465502265,0.807492639,291621,0.451376405,1.123374733,0.507064849,290944,0.474913804,1.094116449,0.519611005,22420,1.318804776,0.551000608,0.726662233,305649,1.048103367,0.451376405,0.47308913,301021,1.034635412,0.474913804,0.491362639
803626,13520.24,0.4068568,1.302749168,0.530032358,317713,1.284017124,1.076497901,1.382241739,239850,1.108536374,1.079922453,1.197133321,21782.65,1.611068955,0.4068568,0.65547436,302735,0.952856972,1.284017124,1.223484669,265820,1.108275554,1.108536374,1.228563764
803712,19120.4,1.446584814,0.529789744,0.766385798,373920,0.934041256,0.907563322,0.847701586,354240,0.71352031,1.002354922,0.715200594,29754.5,1.556136057,1.446584814,2.251082788,384170,1.027412207,0.934041256,0.959645389,378020,1.06712944,0.71352031,0.761418529
803717,0,2.94E-05,1.236095778,3.64E-05,63265,0.24745522,1.098042835,0.271716431,287816,1.130672884,1.185675121,1.340610709,14646.65,14647.65,0.0000294,0.43087325,280928,4.440441944,0.24745522,1.098810536,277061,0.962632506,1.130672884,1.088422472
803720,40040,0.552967489,1.001032914,0.553538657,1058348.5,0.832409334,0.906847772,0.75486855,1096304,1.032752236,0.974445439,1.006360707,37310,0.931819885,0.552967489,0.515266102,1039198.5,0.981905788,0.832409334,0.817347543,1068890,0.974994185,1.032752236,1.006927425
803725,16999.72,17000.72,4.50E-05,0.765584,282889,2.469513007,0.702022717,1.733654231,275553,1.571919328,1.118628285,1.758393423,24757.59,1.456325967,17000.72,24758.59,287890,1.017678249,2.469513007,2.513169674,282786,1.026248939,1.571919328,1.613180542
803733,30375,0.609985122,1.198278393,0.730931992,653220,0.455687363,1.035100499,0.471682217,645848,0.453451389,1.047297263,0.474898399,39260,1.292500658,0.609985122,0.788406172,723976,1.108318624,0.455687363,0.505046792,702240,1.087314527,0.453451389,0.493044283
803756,28918.72,0.846090507,1.520051969,1.286101541,551521,1.021522576,1.31572021,1.344037898,500117,1.308204846,1.04775879,1.370683127,34803.42,1.203483989,0.846090507,1.018256379,566929,1.027937236,1.021522576,1.050061093,547855,1.095453473,1.308204846,1.433077542
803763,10750,0.496571399,1.644015671,0.816371161,168567.2,0.753720588,1.577370326,1.18889649,160431,1.05903322,1.189887491,1.260130382,16500,1.534833969,0.496571399,0.762154651,198505.4,1.177602893,0.753720588,0.887583545,165023,1.028622719,1.05903322,1.08934563
803767,28864.21,3.754454895,0.223241269,0.838149274,634700,2.05732435,0.553268048,1.138251828,546158,1.511576928,0.659408912,0.996747298,41053.8,1.422293481,3.754454895,5.339936721,897368,1.413845259,2.05732435,2.908738279,621967,1.138803901,1.511576928,1.721389702
803772,22436,0.449125178,1.564557144,0.702682005,411840,1.134430704,1.437498268,1.630742171,285120,1.016079313,1.146952804,1.165395018,36048,1.606676472,0.449125178,0.721598856,380160,0.92307711,1.134430704,1.047167015,352000,1.234567079,1.016079313,1.254418069
803809,31500,31501,2.65E-05,0.834751918,525540,0.890029852,0.435549035,0.387651644,503804,0.359083442,1.149197905,0.41265794,39260,1.246341386,31501,39261,609520,1.159797238,0.890029852,1.032254164,594376,1.179775905,0.359083442,0.423637993
803819,13857.8,0.464142749,1.342875625,0.623285984,262780,0.429604359,1.014924472,0.436015977,256184,0.427737649,1.018009704,0.435441078,22990.8,1.659003666,0.464142749,0.770014522,283012,1.076991868,0.429604359,0.462680401,275264,1.074477428,0.427737649,0.459594449
803821,15126,15127,1,15127,229898,0.881376146,1.035018363,0.912240495,199647,0.445819065,1.200019181,0.534991429,16270,1.075626363,15127,16271,208716,0.907863888,0.881376146,0.800169575,234255,1.173345087,0.445819065,0.52309961
803822,11471.8,0.528732891,1.108956849,0.586341961,190730,1.021097795,1.044045741,1.066072804,179294,0.96058044,1.083984842,1.041254637,23039.3,2.008254306,0.528732891,1.061830106,215322,1.128935517,1.021097795,1.152753566,184536,1.029236733,0.96058044,0.988664674
803827,0,2.90E-05,1.119465155,3.24E-05,108425,0.472229729,1.023160602,0.483166854,298145,1.329892057,1.056567981,1.405121365,21701.4,21702.4,0.000029,0.628574692,286814,2.645260362,0.472229729,1.249170584,282386,0.947143346,1.329892057,1.259598412
803829,17420,0.625934462,27.80418312,17.4035964,288990,0.407703114,2.252363573,0.918295644,283858,0.429697998,0.952007645,0.409075779,20890,1.199184892,0.625934462,0.75061115,292220,1.011176819,0.407703114,0.412259938,268916,0.94736119,0.429697998,0.407079206
803847,12160,0.643106218,0.813573602,0.523214243,321200,0.979386001,0.955788526,0.936085903,349976,0.981810485,1.026515075,1.007843264,16000,1.315763506,0.643106218,0.846175693,237600,0.739726838,0.979386001,0.72447811,237600,0.678904614,0.981810485,0.666555668
803848,24850,0.934344361,2.217665894,2.072063623,444182,0.396395536,1.226900194,0.48633776,350360,0.356558823,1.015090716,0.361939551,30000,1.207235121,0.934344361,1.127973328,438824,0.987937404,0.396395536,0.391613977,437760,1.249456989,0.356558823,0.445504913
803849,22550,0.641111979,1.320345289,0.846489181,451134,0.440759194,1.117321156,0.492469572,409078,0.456903164,1.116897397,0.510313954,28514,1.264467208,0.641111979,0.810665074,453092,1.004340164,0.440759194,0.442672161,435048,1.06348407,0.456903164,0.485909236
803856,21207.6,0.572257558,1.526011519,0.873271626,401694,0.465677911,1.383479056,0.644255637,321732,0.506462743,1.167515575,0.591303141,33656,1.586950577,0.572257558,0.908144462,454376,1.131149255,0.465677911,0.526751222,376204,1.169308091,0.506462743,0.592210983
803883,17920,0.873574134,1.726358594,1.508102214,316584,0.440127383,1.549470715,0.681964491,294035,0.544507733,1.139206452,0.620306723,25995,1.450588695,0.873574134,1.267196763,386488,1.220806418,0.440127383,0.537310334,361131,1.228189745,0.544507733,0.668758814
803884,38503.98,0.85231528,2.144200094,1.827534504,706404.0624,0.587799556,1.42385863,0.83694347,683922.552,0.919351534,1.140478121,1.048500311,50058.19,1.300070536,0.85231528,1.108069984,768245.8608,1.087544387,0.587799556,0.639258108,783519.064,1.145625212,0.919351534,1.053232296
803886,27805.31,0.544764184,1.267061044,0.690249476,468342,1.112494641,1.061258285,1.180644155,405305,1.035146337,1.014809501,1.050476338,48695.48,1.751274441,0.544764184,0.954031592,803456,1.715531139,1.112494641,1.908519197,666440,1.64429098,1.035146337,1.702081786
803893,0,2.99E-05,1.222330825,3.66E-05,247152,0.210113215,1.094102477,0.229885389,345724,0.305090465,1.109691245,0.338556218,26690,26691,0.0000299,0.799108371,430141.0836,1.740387871,0.210113215,0.365678491,421783.0368,1.21999866,0.305090465,0.372209958
803896,25300,25301,1,25301,391425,1.694697309,3.113816861,5.276977057,350221,1.052042492,2.610300226,2.746146756,33320,1.316983518,25301,33321,372604,0.951916837,1.694697309,1.613210903,359223,1.025703697,1.052042492,1.079083873
803916,14840,0.492724076,1.390524352,0.685144827,277694,1.021647132,1.375459214,1.405233961,266550,1.055582727,1.465620964,1.547084174,19210,1.294454552,0.492724076,0.637808923,281214,1.012675777,1.021647132,1.034597303,278850,1.046145015,1.055582727,1.104292608
803939,37960,37961,3.94E-05,1.494792214,522340,1.108070973,0.644182667,0.713800114,513418,0.393701781,1.795051699,0.70671505,46320.2,1.22023129,37961,46321.2,559548,1.07123316,1.108070973,1.18700237,512842,0.998878109,0.393701781,0.39326009
803943,35357.6,0.751717477,1.273348335,0.957198198,587378,0.561054186,1.041924036,0.584575842,534560,0.554595116,1.050527195,0.582617252,43646,1.234409733,0.751717477,0.927927371,607910,1.034955284,0.561054186,0.580665995,588400,1.100718159,0.554595116,0.610452916
803967,51800,0.938066807,1.15966005,1.0878386,875520,0.480480054,1.039308154,0.499366837,848160,0.493064745,1.10638291,0.545518407,66750,1.288604467,0.938066807,1.208797078,1026000,1.171874804,0.480480054,0.563062469,930240,1.096774079,0.493064745,0.540780631
803970,41800,2.024002047,1.206350085,2.44165504,642390,0.710814619,1.044720577,0.742602659,509200,0.577290635,1.068930874,0.617083783,42480,1.016267553,2.024002047,2.056927608,506806,0.788938513,0.710814619,0.560789029,501600,0.985074656,0.577290635,0.568674374
803971,17055.8782,0.429828854,1.686321638,0.724829697,256345.864,0.389651519,1.192242574,0.464559131,251924.2384,0.418964311,1.041992303,0.436557587,26061.6,1.527981832,0.429828854,0.656770679,251856,0.9824852,0.389651519,0.382826851,250624,0.994838793,0.418964311,0.416801949
803999,19566,0.606988556,1.276765263,0.774981903,492540,0.678588364,0.934251583,0.633972253,367973,0.548506983,1.06376787,0.583484105,32151.2,1.643184954,0.606988556,0.997394463,492005,0.998913796,0.678588364,0.677851278,434067,1.179615951,0.548506983,0.647027586
804043,26320,26321,6.17E-05,1.623227013,366700,0.894762809,0.578920636,0.517996655,353932,0.486018654,1.056666584,0.513559671,31650,1.202499905,26321,31651,414960,1.131605859,0.894762809,1.012518837,395200,1.116598339,0.486018654,0.542687622
804151,37200,37201,2.21E-05,0.821863119,723482,1.921263676,0.220762187,0.424142371,656412,0.381595131,1.019607832,0.389077384,42200,1.134404989,37201,42201,766574,1.059561869,1.921263676,2.035697732,684000,1.042028418,0.381595131,0.397632971
